x,y,z,dist
370.115265,107.365822,-476.240662,1504.000000
373.315521,107.402138,-474.496277,1506.000000
373.930969,107.408577,-474.136261,1507.000000
374.536713,107.415054,-473.773743,1508.000000
376.879303,107.440857,-472.291901,1510.000000
377.446198,107.446686,-471.913971,1512.000000
379.104675,107.463707,-470.761993,1513.000000
380.166870,107.473419,-469.987244,1513.000000
380.684509,107.479462,-469.596527,1515.000000
381.692047,107.494682,-468.809662,1515.000000
382.182465,107.503456,-468.412750,1516.000000
383.136292,107.523643,-467.612762,1517.000000
383.601013,107.535019,-467.208466,1518.000000
384.942108,107.575195,-465.982574,1520.000000
385.798798,107.604134,-465.152161,1521.000000
386.215698,107.617584,-464.735321,1522.000000
387.031830,107.641663,-463.894043,1523.000000
387.822205,107.663551,-463.042358,1525.000000
388.585144,107.685173,-462.180176,1526.000000
388.956970,107.695770,-461.745148,1526.000000
390.714447,107.746735,-459.526794,1531.000000
391.046906,107.757446,-459.073395,1533.000000
391.691315,107.777504,-458.162781,1535.000000
392.615295,107.800392,-456.784637,1537.000000
392.912476,107.805573,-456.322479,1539.000000
393.491364,107.812004,-455.394043,1541.000000
394.049652,107.813591,-454.458252,1542.000000
394.317749,107.814102,-453.988708,1543.000000
394.578888,107.814491,-453.517792,1545.000000
395.078888,107.815285,-452.571075,1547.000000
395.771545,107.820595,-451.135834,1549.000000
395.986847,107.822693,-450.656891,1553.000000
396.777313,107.828720,-448.734772,1553.000000
396.958954,107.829353,-448.249695,1554.000000
397.133301,107.829636,-447.765594,1557.000000
397.772095,107.828148,-445.808624,1558.000000
397.918304,107.827240,-445.312653,1559.000000
398.059296,107.826241,-444.814240,1560.000000
398.327179,107.823822,-443.807159,1561.000000
398.574158,107.820854,-442.789001,1562.000000
398.689575,107.819237,-442.275940,1563.000000
398.800262,107.817482,-441.757690,1563.000000
398.904633,107.815613,-441.240204,1564.000000
399.003418,107.813416,-440.720795,1565.000000
399.343292,107.799240,-438.623596,1567.000000
399.413055,107.794968,-438.095734,1568.000000
399.671783,107.768509,-435.432007,1570.000000
399.705109,107.762505,-434.892334,1572.000000
399.765686,107.745377,-433.273773,1572.000000
399.772400,107.739586,-432.734985,1573.000000
399.772797,107.733650,-432.195587,1573.000000
399.767365,107.727379,-431.651520,1575.000000
399.713776,107.707436,-430.022827,1576.000000
399.645782,107.694290,-428.933899,1577.000000
399.602295,107.687737,-428.388214,1577.000000
399.551880,107.681664,-427.842010,1578.000000
399.429871,107.671356,-426.748138,1579.000000
399.281708,107.662842,-425.648468,1580.000000
399.198090,107.658974,-425.095093,1581.000000
398.907959,107.649094,-423.439728,1583.000000
398.683167,107.642281,-422.332092,1584.000000
398.562225,107.638275,-421.779541,1584.000000
398.434967,107.634033,-421.227448,1585.000000
398.161560,107.624939,-420.123047,1586.000000
398.015503,107.619919,-419.570068,1587.000000
397.863403,107.614586,-419.018829,1587.000000
397.704498,107.608963,-418.466095,1588.000000
397.540192,107.603012,-417.916107,1589.000000
397.006897,107.586433,-416.266663,1591.000000
396.621307,107.574348,-415.172577,1591.000000
396.420502,107.567009,-414.626251,1592.000000
396.213928,107.559013,-414.081238,1594.000000
395.324829,107.524086,-411.912750,1594.000000
395.087524,107.514877,-411.375977,1595.000000
394.594086,107.495888,-410.306732,1596.000000
394.337555,107.486649,-409.774719,1597.000000
393.803436,107.469315,-408.714752,1598.000000
393.527252,107.461098,-408.188385,1599.000000
392.956512,107.444672,-407.138702,1599.000000
392.053253,107.420502,-405.575714,1601.000000
391.740997,107.412231,-405.058685,1603.000000
390.094147,107.366684,-402.497223,1605.000000
389.746216,107.357170,-401.987000,1606.000000
388.675140,107.327820,-400.474945,1607.000000
387.936035,107.307198,-399.474365,1608.000000
387.558929,107.296387,-398.975128,1609.000000
386.788971,107.274368,-397.981445,1610.000000
385.598511,107.239464,-396.500610,1612.000000
385.191833,107.226974,-396.007782,1613.000000
383.945007,107.188599,-394.541168,1615.000000
382.652649,107.148933,-393.082642,1616.000000
382.212280,107.135201,-392.598663,1617.000000
381.768188,107.121559,-392.118195,1619.000000
380.407074,107.081467,-390.686707,1620.000000
379.943512,107.068092,-390.211792,1621.000000
377.545197,107.003036,-387.848175,1624.000000
377.049805,106.990837,-387.378967,1624.000000
376.548187,106.978928,-386.910339,1625.000000
373.961700,106.924904,-384.595123,1629.000000
373.431885,106.915718,-384.142456,1630.000000
371.276123,106.881790,-382.357788,1632.000000
370.728180,106.873177,-381.916565,1633.000000
370.176636,106.864586,-381.477142,1636.000000
367.348419,106.825935,-379.284149,1637.000000
366.769257,106.820290,-378.846344,1639.000000
363.816162,106.798203,-376.658600,1642.000000
363.214539,106.793877,-376.219513,1642.000000
362.608948,106.788300,-375.779388,1643.000000
360.155029,106.767365,-374.014191,1646.000000
359.531799,106.764252,-373.570068,1647.000000
358.905640,106.762047,-373.125397,1649.000000
357.003876,106.761459,-371.781403,1650.000000
355.723907,106.768250,-370.880371,1651.000000
355.080383,106.771538,-370.427917,1654.000000
351.823639,106.770401,-368.141815,1656.000000
351.165070,106.767349,-367.680054,1657.000000
347.829559,106.752373,-365.343018,1661.000000
347.154266,106.750610,-364.870056,1662.000000
346.477417,106.749290,-364.395996,1664.000000
343.740723,106.744911,-362.479584,1666.000000
343.052032,106.743546,-361.997345,1667.000000
342.360809,106.742226,-361.513336,1669.000000
339.572357,106.729225,-359.560913,1671.000000
338.866486,106.724220,-359.066681,1674.000000
336.743256,106.707161,-357.580109,1676.000000
335.320709,106.694092,-356.584076,1676.000000
334.610870,106.688126,-356.087067,1677.000000
332.472412,106.663063,-354.589691,1680.000000
331.030060,106.639435,-353.579132,1682.000000
330.306854,106.626274,-353.071930,1684.000000
325.921326,106.538681,-349.981232,1688.000000
325.182831,106.521950,-349.457550,1690.000000
323.698700,106.486618,-348.401825,1691.000000
322.956390,106.468094,-347.872009,1693.000000
321.466675,106.429863,-346.805084,1694.000000
320.716217,106.410263,-346.265656,1696.000000
316.954193,106.307953,-343.542053,1699.000000
316.197449,106.285995,-342.990295,1701.000000
313.919373,106.218170,-341.321259,1704.000000
312.392395,106.171349,-340.195740,1705.000000
311.625427,106.146767,-339.628326,1707.000000
310.090118,106.098862,-338.487457,1710.000000
307.777008,106.031731,-336.753540,1711.000000
307.005585,106.010666,-336.170654,1713.000000
304.685028,105.949844,-334.401886,1716.000000
303.134796,105.909668,-333.206573,1717.000000
302.360107,105.890678,-332.604797,1719.000000
298.480530,105.809906,-329.544464,1723.000000
297.704132,105.795593,-328.922363,1725.000000
295.372131,105.755043,-327.033875,1729.000000
293.039001,105.718376,-325.113556,1730.000000
292.253479,105.706497,-324.460083,1731.000000
291.477295,105.694870,-323.810822,1732.000000
288.391296,105.649666,-321.192993,1736.000000
287.625549,105.638359,-320.533508,1738.000000
286.095612,105.613869,-319.203644,1740.000000
284.566742,105.586761,-317.857056,1741.000000
283.798431,105.572594,-317.173157,1742.000000
283.035706,105.558456,-316.489075,1744.000000
281.513794,105.530708,-315.108215,1746.000000
279.996979,105.503914,-313.710327,1747.000000
279.240540,105.490501,-313.005005,1748.000000
278.485413,105.477135,-312.295471,1750.000000
276.976685,105.450935,-310.860931,1752.000000
275.476593,105.425369,-309.411804,1753.000000
274.728088,105.412720,-308.679749,1754.000000
273.982300,105.400146,-307.944214,1756.000000
272.494110,105.374977,-306.456848,1760.000000
270.281586,105.337250,-304.194458,1761.000000
269.548889,105.324532,-303.430939,1763.000000
268.090118,105.298813,-301.888245,1765.000000
265.917877,105.259575,-299.533051,1767.000000
265.201447,105.246353,-298.740387,1768.000000
261.660431,105.179131,-294.700378,1773.000000
260.962097,105.165192,-293.878662,1774.000000
260.266205,105.151115,-293.051239,1778.000000
258.198486,105.108238,-290.541046,1779.000000
256.836731,105.078796,-288.844025,1781.000000
256.161346,105.063713,-287.989014,1784.000000
254.151306,105.017578,-285.389618,1785.000000
252.830948,104.986290,-283.635712,1788.000000
252.172226,104.970421,-282.746338,1791.000000
250.232681,104.923378,-280.069641,1793.000000
248.958740,104.892342,-278.262299,1794.000000
248.327026,104.877266,-277.350861,1798.000000
246.456696,104.834320,-274.590637,1799.000000
245.229874,104.806496,-272.728088,1801.000000
244.621689,104.792503,-271.788757,1805.000000
241.649094,104.718590,-267.037109,1808.000000
241.065964,104.705688,-266.070679,1812.000000
239.350082,104.671440,-263.156219,1814.000000
238.228088,104.651390,-261.191650,1815.000000
237.672272,104.641655,-260.201263,1819.000000
234.950317,104.598885,-255.205994,1822.000000
234.413452,104.593712,-254.198883,1826.000000
232.808823,104.586304,-251.163666,1830.000000
229.051514,104.544403,-244.016556,1837.000000
227.969894,104.521202,-241.968552,1838.000000
227.427429,104.510529,-240.946350,1839.000000
226.881073,104.500549,-239.921295,1842.000000
225.785080,104.483513,-237.883194,1844.000000
224.677689,104.467041,-235.853363,1845.000000
224.121353,104.454567,-234.843674,1849.000000
222.432175,104.402992,-231.834106,1851.000000
221.291397,104.363762,-229.860413,1852.000000
220.714905,104.343483,-228.883194,1855.000000
218.959854,104.284271,-225.995621,1858.000000
217.771118,104.247559,-224.114456,1859.000000
217.172562,104.229897,-223.190109,1862.000000
214.119354,104.137115,-218.702942,1865.000000
213.496201,104.116516,-217.832062,1868.000000
211.598099,104.051910,-215.269836,1870.000000
210.311218,104.008629,-213.608932,1871.000000
209.661484,103.986908,-212.792755,1873.000000
208.349350,103.942963,-211.187714,1874.000000
205.673340,103.847702,-208.080627,1878.000000
204.995255,103.825203,-207.330276,1879.000000
203.623840,103.783165,-205.857422,1882.000000
201.539413,103.724640,-203.727264,1884.000000
200.837708,103.706078,-203.038376,1886.000000
197.275558,103.617371,-199.745422,1890.000000
196.555893,103.602043,-199.121552,1891.000000
195.108231,103.572617,-197.905426,1894.000000
193.647934,103.543488,-196.728775,1895.000000
192.908829,103.528465,-196.150986,1896.000000
192.172760,103.512985,-195.587021,1897.000000
191.434891,103.497520,-195.033615,1898.000000
190.695175,103.482780,-194.491379,1901.000000
188.458847,103.443207,-192.925751,1902.000000
187.710419,103.430832,-192.425598,1906.000000
184.686676,103.382454,-190.520248,1907.000000
183.925919,103.370712,-190.069168,1908.000000
183.162949,103.359200,-189.627914,1909.000000
182.397873,103.347977,-189.196518,1912.000000
179.310776,103.304199,-187.563202,1913.000000
178.535995,103.292351,-187.177933,1915.000000
175.413086,103.238510,-185.717392,1918.000000
173.840103,103.209297,-185.038376,1920.000000
173.049057,103.195587,-184.711716,1921.000000
170.658432,103.159378,-183.785919,1925.000000
169.052612,103.139687,-183.215408,1926.000000
168.244919,103.131485,-182.943985,1926.000000
164.154037,103.108864,-181.726334,1931.000000
163.325607,103.107567,-181.510117,1935.000000
159.979462,103.100067,-180.723572,1936.000000
159.137909,103.096870,-180.547668,1937.000000
158.296478,103.093323,-180.380707,1938.000000
155.756668,103.074226,-179.921921,1941.000000
154.064728,103.054459,-179.654846,1942.000000
153.216888,103.042946,-179.532837,1943.000000
152.368118,103.030731,-179.419083,1945.000000
148.960388,102.978561,-179.050537,1947.000000
148.105576,102.964897,-178.979309,1950.000000
144.662186,102.907524,-178.772949,1952.000000
143.795639,102.892700,-178.740967,1953.000000
142.927811,102.877716,-178.716827,1955.000000
140.306442,102.831810,-178.691223,1956.000000
137.671249,102.784012,-178.735046,1959.000000
136.789520,102.767532,-178.764755,1960.000000
135.013809,102.733360,-178.846664,1963.000000
132.346497,102.680450,-179.024002,1964.000000
131.453735,102.662331,-179.097153,1966.000000
128.763855,102.605324,-179.354401,1969.000000
126.959061,102.564751,-179.553680,1969.000000
126.053284,102.543846,-179.660309,1971.000000
124.236412,102.501404,-179.884552,1972.000000
121.488602,102.435974,-180.239471,1975.000000
120.568535,102.413742,-180.359573,1977.000000
115.922638,102.295616,-180.949615,1981.000000
114.983994,102.270851,-181.061981,1982.000000
113.102554,102.220589,-181.276672,1983.000000
110.255188,102.142746,-181.569000,1986.000000
109.301460,102.116119,-181.656830,1988.000000
107.386955,102.061867,-181.816101,1989.000000
104.493500,101.978676,-182.009674,1992.000000
103.524010,101.950317,-182.061172,1994.000000
100.606544,101.863716,-182.173294,1997.000000
98.649872,101.802826,-182.212296,1998.000000
97.670387,101.771858,-182.220154,2000.000000
95.702843,101.708954,-182.211868,2001.000000
94.719116,101.676933,-182.195618,2003.000000
92.748108,101.612083,-182.137970,2004.000000
91.761192,101.579407,-182.096313,2006.000000
89.783432,101.512611,-181.987595,2009.000000
86.810371,101.408234,-181.760361,2010.000000
85.817398,101.372330,-181.667221,2011.000000
84.830635,101.336159,-181.565552,2013.000000
82.864319,101.263260,-181.334930,2016.000000
80.903114,101.186806,-181.070984,2017.000000
79.920784,101.147720,-180.925674,2018.000000
78.935921,101.108536,-180.770721,2020.000000
76.975204,101.031372,-180.433487,2022.000000
75.015160,100.956589,-180.055664,2023.000000
74.035400,100.920280,-179.851105,2024.000000
73.060646,100.884605,-179.637268,2026.000000
71.112129,100.814568,-179.178452,2029.000000
68.209984,100.708687,-178.422180,2030.000000
62.451126,100.481987,-176.668152,2037.000000
61.496380,100.442116,-176.343979,2039.000000
57.721527,100.284233,-174.958237,2042.000000
56.785538,100.245628,-174.587982,2043.000000
55.852825,100.207314,-174.208282,2047.000000
52.146500,100.054298,-172.593262,2048.000000
51.230816,100.015312,-172.168518,2049.000000
50.318645,99.975960,-171.734970,2050.000000
49.410259,99.936615,-171.292252,2054.000000
45.814381,99.779915,-169.430725,2055.000000
44.925922,99.740593,-168.943466,2056.000000
44.038918,99.701096,-168.445831,2060.000000
39.674347,99.500824,-165.831696,2063.000000
38.816593,99.461609,-165.283127,2066.000000
34.597397,99.266647,-162.412674,2069.000000
33.764126,99.227158,-161.811539,2072.000000
31.299253,99.107758,-159.965256,2073.000000
29.680952,99.027672,-158.696472,2075.000000
28.080629,98.947556,-157.396805,2078.000000
24.931133,98.787262,-154.706223,2081.000000
24.151814,98.747078,-154.013168,2084.000000
20.329039,98.526131,-150.467880,2086.000000
19.573030,98.477997,-149.736298,2091.000000
15.150622,98.174446,-145.228546,2094.000000
14.430525,98.121353,-144.455475,2096.000000
13.002882,98.013145,-142.888245,2097.000000
10.898363,97.847275,-140.490158,2101.000000
10.207726,97.791206,-139.679459,2103.000000
8.840935,97.677856,-138.039169,2104.000000
8.163665,97.620171,-137.208588,2106.000000
6.827529,97.503166,-135.533844,2107.000000
6.167180,97.443932,-134.687729,2110.000000
4.214478,97.263672,-132.110748,2112.000000
2.939585,97.141953,-130.367584,2113.000000
2.306293,97.080208,-129.484772,2116.000000
-0.802460,96.768532,-125.019501,2120.000000
-1.418156,96.705719,-124.116341,2123.000000
-3.266128,96.516090,-121.386482,2125.000000
-4.497691,96.389145,-119.558563,2130.000000
-6.971682,96.139481,-115.879768,2132.000000
-8.213192,96.016129,-114.032898,2133.000000
-8.836969,95.954506,-113.104996,2134.000000
-9.460255,95.892990,-112.177902,2135.000000
-10.084528,95.831024,-111.249397,2137.000000
-10.710063,95.768616,-110.319107,2139.000000
-12.593631,95.583893,-107.518356,2141.000000
-13.223124,95.524345,-106.582535,2143.000000
-15.756344,95.291557,-102.817444,2147.000000
-16.392122,95.233902,-101.872711,2148.000000
-17.027533,95.176147,-100.928642,2150.000000
-20.221865,94.899704,-96.184212,2155.000000
-20.863243,94.847244,-95.231972,2156.000000
-21.505577,94.795410,-94.278435,2157.000000
-24.087606,94.590218,-90.446648,2162.000000
-24.735388,94.539200,-89.485596,2164.000000
-27.990332,94.296959,-84.658730,2169.000000
-28.645720,94.250107,-83.687202,2171.000000
-31.262157,94.063950,-79.809677,2174.000000
-31.916435,94.018913,-78.840355,2176.000000
-32.571129,93.975258,-77.870537,2178.000000
-35.853661,93.765007,-73.009659,2183.000000
-36.510151,93.724045,-72.037773,2187.000000
-39.099159,93.566933,-68.205917,2188.000000
-39.733204,93.530945,-67.267822,2190.000000
-40.361935,93.496101,-66.337700,2192.000000
-41.603878,93.428833,-64.500694,2194.000000
-44.014629,93.301315,-60.935783,2197.000000
-44.602066,93.270531,-60.066986,2200.000000
-46.329453,93.183838,-57.507732,2201.000000
-46.891029,93.156754,-56.672615,2202.000000
-47.445736,93.130211,-55.845242,2203.000000
-47.993423,93.104141,-55.025269,2207.000000
-50.631901,92.979012,-51.010338,2209.000000
-51.137726,92.955673,-50.229042,2212.000000
-53.101910,92.867966,-47.169197,2213.000000
-53.578079,92.847145,-46.422691,2214.000000
-54.049141,92.826614,-45.682915,2215.000000
-54.515026,92.806259,-44.950470,2217.000000
-56.333786,92.728859,-42.087269,2219.000000
-56.774662,92.710915,-41.392948,2222.000000
-58.908966,92.627022,-38.033684,2224.000000
-59.322323,92.611237,-37.384552,2225.000000
-59.731571,92.595604,-36.742859,2227.000000
-61.330803,92.538429,-34.251217,2228.000000
-61.721394,92.525635,-33.648563,2230.000000
-62.879135,92.488586,-31.885023,2233.000000
-64.021393,92.452797,-30.191618,2233.000000
-64.402092,92.441116,-29.640062,2235.000000
-65.161919,92.418320,-28.562456,2235.000000
-66.303940,92.386147,-27.002653,2237.000000
-66.685959,92.375771,-26.497681,2238.000000
-67.452621,92.355095,-25.509611,2239.000000
-68.611732,92.324203,-24.081823,2241.000000
-69.000626,92.314224,-23.621090,2244.000000
-70.955933,92.265221,-21.436531,2244.000000
-71.349602,92.255516,-21.023148,2245.000000
-73.332428,92.205322,-19.066338,2248.000000
-73.730072,92.195572,-18.699476,2249.000000
-74.921257,92.167114,-17.646000,2250.000000
-75.714188,92.148384,-16.983147,2251.000000
-76.111282,92.138947,-16.662678,2252.000000
-78.095268,92.092239,-15.177226,2253.000000
-78.490776,92.083084,-14.903691,2254.000000
-80.468987,92.038658,-13.648167,2256.000000
-80.866570,92.030075,-13.418446,2256.000000
-81.266541,92.021370,-13.194447,2257.000000
-82.867233,91.985550,-12.365056,2259.000000
-83.269463,91.976395,-12.172781,2259.000000
-83.673531,91.967224,-11.986006,2259.000000
-84.078606,91.958031,-11.804954,2261.000000
-85.715981,91.920395,-11.132266,2262.000000
-86.964226,91.891594,-10.679968,2263.000000
-88.648399,91.857086,-10.154026,2265.000000
-89.498779,91.839935,-9.923001,2266.000000
-90.783394,91.813057,-9.617205,2267.000000
-91.211456,91.804634,-9.527842,2267.000000
-92.925697,91.773727,-9.232927,2269.000000
-93.352875,91.765717,-9.173915,2270.000000
-93.779533,91.757385,-9.120667,2271.000000
-94.632706,91.740845,-9.032866,2272.000000
-95.902657,91.718513,-8.949952,2273.000000
-96.323723,91.711746,-8.935209,2275.000000
-98.409126,91.679108,-8.954234,2277.000000
-98.822304,91.673561,-8.977365,2277.000000
-99.232193,91.668488,-9.006743,2279.000000
-100.450195,91.657089,-9.134019,2280.000000
-101.250458,91.651787,-9.250009,2281.000000
-101.646599,91.649681,-9.317080,2283.000000
-102.821503,91.645493,-9.554779,2284.000000
-103.206345,91.644791,-9.645713,2284.000000
-103.588226,91.644325,-9.742326,2285.000000
-103.967148,91.643875,-9.844355,2285.000000
-104.346268,91.643669,-9.953419,2287.000000
-105.820786,91.647552,-10.447023,2288.000000
-106.181709,91.648827,-10.584155,2289.000000
-106.540138,91.650146,-10.726785,2290.000000
-107.946625,91.658676,-11.354820,2291.000000
-108.291710,91.662086,-11.526471,2293.000000
-109.982880,91.679718,-12.464050,2294.000000
-111.604843,91.703918,-13.540947,2296.000000
-111.919701,91.709824,-13.772612,2296.000000
-112.540199,91.720917,-14.250197,2298.000000
-113.448311,91.736336,-15.004256,2298.000000
-113.743698,91.741989,-15.265786,2299.000000
-115.170715,91.774139,-16.649477,2301.000000
-115.718231,91.786331,-17.234344,2302.000000
-115.988014,91.792152,-17.534481,2302.000000
-116.516190,91.803856,-18.146904,2304.000000
-117.282249,91.822578,-19.100943,2304.000000
-117.531616,91.828934,-19.429451,2305.000000
-118.721260,91.857788,-21.125246,2307.000000
-118.949036,91.863373,-21.477234,2307.000000
-119.392807,91.875191,-22.193752,2308.000000
-120.033005,91.893410,-23.302916,2309.000000
-120.239105,91.899223,-23.679594,2310.000000
-120.834068,91.916145,-24.832701,2311.000000
-121.212090,91.927765,-25.621653,2312.000000
-121.394684,91.933807,-26.021608,2313.000000
-122.248009,91.963715,-28.077877,2314.000000
-122.406075,91.969307,-28.499119,2315.000000
-122.710228,91.980278,-29.353649,2315.000000
-122.855881,91.985634,-29.785286,2316.000000
-123.134232,91.996269,-30.661604,2317.000000
-123.266205,92.001411,-31.102659,2317.000000
-123.393951,92.006447,-31.547056,2317.000000
-123.517220,92.011520,-31.994583,2319.000000
-123.963936,92.031570,-33.815098,2320.000000
-124.064354,92.036514,-34.277473,2321.000000
-124.338173,92.050957,-35.685764,2321.000000
-124.498962,92.060318,-36.641132,2322.000000
-124.639259,92.069885,-37.602161,2324.000000
-124.759972,92.081429,-38.574986,2324.000000
-124.813721,92.087685,-39.065994,2325.000000
-124.862381,92.094055,-39.559151,2325.000000
-124.906273,92.100418,-40.054752,2326.000000
-125.010895,92.120155,-41.558342,2327.000000
-125.056770,92.135590,-42.574802,2328.000000
-125.072052,92.143944,-43.085991,2330.000000
-125.091522,92.169632,-44.640156,2330.000000
-125.089783,92.178223,-45.162155,2331.000000
-125.083076,92.187035,-45.685894,2331.000000
-125.071693,92.196198,-46.211914,2332.000000
-125.056000,92.205727,-46.740585,2333.000000
-124.952362,92.245674,-48.882263,2334.000000
-124.915321,92.256050,-49.418114,2336.000000
-124.781357,92.287018,-51.036961,2336.000000
-124.729065,92.296844,-51.579891,2337.000000
-124.673264,92.306442,-52.125019,2337.000000
-124.614296,92.315834,-52.672871,2338.000000
-124.551086,92.325218,-53.227390,2339.000000
-124.184509,92.372414,-56.006607,2341.000000
-124.101868,92.381889,-56.570679,2343.000000
-123.835190,92.410614,-58.282585,2344.000000
-123.640419,92.431015,-59.436871,2345.000000
-123.537521,92.441727,-60.016968,2346.000000
-123.213562,92.473656,-61.765358,2348.000000
-122.986427,92.494827,-62.945496,2348.000000
-122.870064,92.505630,-63.540451,2350.000000
-122.262924,92.562263,-66.574402,2352.000000
-122.137520,92.574394,-67.190483,2353.000000
-121.752625,92.612885,-69.065384,2355.000000
-121.490875,92.639389,-70.330223,2356.000000
-121.358398,92.652901,-70.968002,2358.000000
-120.954895,92.694252,-72.902695,2359.000000
-120.542892,92.736832,-74.869514,2361.000000
-120.263733,92.766647,-76.198997,2363.000000
-119.837524,92.812881,-78.226059,2364.000000
-119.694366,92.828606,-78.906387,2365.000000
-119.405487,92.860695,-80.278656,2366.000000
-118.967186,92.910202,-82.359825,2368.000000
-118.820419,92.927505,-83.056496,2369.000000
-118.527016,92.963371,-84.449127,2370.000000
-118.379517,92.981415,-85.148987,2372.000000
-117.933037,93.034134,-87.267052,2373.000000
-117.782600,93.051926,-87.980782,2375.000000
-117.481819,93.087997,-89.407310,2376.000000
-117.025383,93.143944,-91.571754,2378.000000
-116.871857,93.163048,-92.299805,2378.000000
-116.561607,93.202248,-93.770721,2381.000000
-116.092873,93.262474,-95.993332,2382.000000
-115.935272,93.282799,-96.740608,2384.000000
-115.137070,93.390854,-100.526276,2387.000000
-114.975571,93.413574,-101.292526,2388.000000
-114.322601,93.509140,-104.392197,2391.000000
-114.157333,93.534241,-105.177109,2391.000000
-113.992126,93.559822,-105.961830,2392.000000
-113.826340,93.585854,-106.749519,2393.000000
-113.324806,93.666603,-109.133003,2396.000000
-113.156670,93.694054,-109.932419,2396.000000
-112.986694,93.721672,-110.740784,2397.000000
-112.817398,93.749138,-111.545990,2400.000000
-112.134422,93.860054,-114.796486,2401.000000
-111.962326,93.887978,-115.615967,2402.000000
-111.789673,93.916199,-116.438278,2403.000000
-110.916870,94.059906,-120.598335,2407.000000
-110.741035,94.089226,-121.437035,2409.000000
-109.854546,94.238724,-125.670525,2412.000000
-109.677689,94.269386,-126.517441,2413.000000
-108.791153,94.422241,-130.778610,2418.000000
-108.612770,94.451576,-131.638260,2420.000000
-108.074600,94.538071,-134.235672,2421.000000
-107.894272,94.566948,-135.107208,2422.000000
-107.531929,94.625420,-136.859634,2424.000000
-107.349892,94.654686,-137.740601,2426.000000
-106.615692,94.771385,-141.296570,2428.000000
-106.431465,94.799637,-142.189377,2429.000000
-106.246735,94.827599,-143.084839,2431.000000
-105.872414,94.883759,-144.899719,2432.000000
-105.499458,94.938751,-146.708878,2434.000000
-105.312241,94.966133,-147.617325,2435.000000
-104.747734,95.047539,-150.357697,2438.000000
-104.369003,95.101128,-152.197205,2440.000000
-104.178947,95.128059,-153.120697,2443.000000
-103.028969,95.292206,-158.713272,2446.000000
-102.834579,95.320312,-159.659439,2448.000000
-102.446800,95.374657,-161.547287,2449.000000
-102.252205,95.400826,-162.494751,2451.000000
-101.861656,95.452324,-164.396744,2452.000000
-101.665298,95.477676,-165.353226,2454.000000
-101.272064,95.527733,-167.269180,2455.000000
-101.074799,95.552856,-168.230576,2457.000000
-100.675087,95.602821,-170.179031,2458.000000
-100.476524,95.626930,-171.147110,2460.000000
-100.078110,95.674400,-173.089920,2461.000000
-99.878258,95.697784,-174.064682,2463.000000
-99.477318,95.744316,-176.020660,2464.000000
-99.276215,95.767349,-177.001831,2466.000000
-98.264778,95.879593,-181.938431,2470.000000
-98.062012,95.901299,-182.928329,2472.000000
-97.657257,95.944969,-184.904846,2475.000000
-97.049088,96.009071,-187.875549,2476.000000
-96.844421,96.029785,-188.875397,2478.000000
-96.435524,96.069641,-190.873138,2479.000000
-95.818939,96.127289,-193.885895,2482.000000
-95.612640,96.146507,-194.894150,2488.000000
-94.365486,96.260178,-200.990234,2489.000000
-94.156471,96.278290,-202.012054,2491.000000
-93.736305,96.313538,-204.065994,2494.000000
-93.103989,96.364883,-207.157181,2496.000000
-92.892662,96.381836,-208.190475,2498.000000
-92.468872,96.415604,-210.262665,2500.000000
-91.830017,96.464966,-213.386917,2502.000000
-91.616028,96.480827,-214.433533,2503.000000
-91.187843,96.512337,-216.527985,2507.000000
-90.541618,96.559387,-219.689865,2509.000000
-90.325943,96.575058,-220.745407,2510.000000
-90.109955,96.590973,-221.802734,2514.000000
-89.241959,96.645973,-226.051773,2515.000000
-89.024162,96.657097,-227.117905,2517.000000
-87.929108,96.705391,-232.479538,2522.000000
-87.709038,96.714012,-233.557327,2526.000000
-86.601608,96.749542,-238.981140,2528.000000
-86.379707,96.755501,-240.067978,2533.000000
-85.489037,96.779526,-244.431992,2534.000000
-85.266006,96.786133,-245.527191,2535.000000
-85.043106,96.792778,-246.624100,2537.000000
-84.598007,96.805588,-248.824814,2541.000000
-83.714600,96.829926,-253.252991,2543.000000
-83.496429,96.835815,-254.362579,2546.000000
-82.633949,96.857079,-258.823822,2549.000000
-82.421066,96.859924,-259.944397,2550.000000
-82.209511,96.861847,-261.066254,2551.000000
-81.582375,96.864067,-264.446808,2554.000000
-81.173294,96.862358,-266.705994,2557.000000
-80.971893,96.860092,-267.837372,2558.000000
-80.772675,96.857109,-268.970612,2560.000000
-80.189095,96.845085,-272.382904,2562.000000
-79.999832,96.840897,-273.523743,2563.000000
-79.813057,96.836845,-274.668243,2567.000000
-79.094971,96.823372,-279.264709,2569.000000
-78.923119,96.820541,-280.416840,2570.000000
-78.754257,96.817192,-281.570740,2572.000000
-78.587234,96.812714,-282.734619,2575.000000
-77.959442,96.785027,-287.364807,2577.000000
-77.813065,96.776993,-288.520599,2579.000000
-77.150429,96.728661,-294.327148,2585.000000
-77.033463,96.716194,-295.493195,2588.000000
-76.627724,96.661674,-300.179810,2592.000000
-76.466278,96.632668,-302.528687,2593.000000
-76.396027,96.617210,-303.711090,2595.000000
-76.278397,96.583878,-306.068146,2596.000000
-76.159485,96.526077,-309.610535,2600.000000
-76.136169,96.505424,-310.793030,2602.000000
-76.115387,96.463387,-313.160126,2603.000000
-76.118340,96.441956,-314.355988,2606.000000
